Tweet Text,# number,Medical relevance,X,Does X prevent cancer 
"#Vegetarian diets naturally low in saturated fat,high in fiber and help to prevent cancer! Large studies in England and Germany have shown that vegetarians are about 40 percent less likely to develop cancer compared to meat-eaters! #GoVeganAndBeHealthy @Sunita61989786 https://t.co/Et0VoQ92lf",2,yes,vegetarian diets,yes
"• If cancer doesn’t kill u it will bankrupt u. We have medication that can prevent HIV spread, but rich companies with buy up the patents and formulas...then mark-up the price well beyond mere profitability.  Yet our gov’t fights for insurance and drug industries against us.",2,no,,
"11. APPLES :  Apples have been known to reduce cholesterol, prevent constipation,protect against heart disease and reduce the risk of cancer. High in fiber and anti-inflammatory compounds,an apple a day may really keep the doctor away. Good news for people with kidney disease ... https://t.co/0yV2kY01oM",2,yes,apples,yes
"A diet rich in fruits and vegetables may help to reduce our risk of heart disease, eye disease, high blood pressure and stroke, ease digestive problems, aid in healthy weight management and prevent certain types of cancer. #stillcancerfree #veganstrong",2,yes,diet rich in fruits and vegetables,yes
"A healthy diet can help prevent the leading causes of death among men, which heart disease, diabetes, cancer, and stroke. #HealthyTN https://t.co/YzquWiYzzn",2,yes,healthy diet,yes
"A visitor speaks to our team, to glean knowledge about lung cancer and the ways to prevent it. UWM's kiosk is set up S.L. Raheja hospital in Mahim, Mumbai and the aim is to spread awareness about lung cancer. #health #healthcare #lungcancer #cancer https://t.co/hXnSoBJfom",2,no,,
"After news broke earlier this month that a daily dose of #Nexium and aspirin “can prevent #esophageal #cancer,” the @ASCO heavily revised the statement days later. - https://t.co/2XqUiopcwZ",2,yes,nexium and aspirin,yes
"And not just cancer, either, chronic diseases eg diabetes, CVD, respiratory, and mental health as well. But #osteoarthritis and other #MSkD can prevent patients from taking it up, unlesso well managed. https://t.co/Zve0wd2SiO",2,no,,
"Are you aware of the health benefits of fish oil? Rich in omega-3 and omega 6 fatty acids, it's been well documented to reduce inflammation, prevent cancer, reduce Alzheimer's risk, improve joint pain, alleviate depression, improve skin texture and more! https://t.co/0YG8QXzvvX https://t.co/NCe7BZo0mX",2,yes,omega-3 and omega-6 fatty acids,yes
"At our Head and Neck Surgery Functional Assessment Laboratory (HNSFAL), patients, clinicians &amp; #researchers collaborate to understand and prevent the effects of head and neck #cancer. Learn more: https://t.co/4wS7NAJf29 https://t.co/OBxGg2ZbfN",2,no,,
"Attention, ladies! Did you get yourself a vaccination to prevent HPV, a viral infection of the reproductive tract and is an important cause of cervical cancer?  @WomensHealthMag @ccam_cervical @unCancerIndia https://t.co/dTHrhkLfvi",2,yes,HPV vaccine,yes
"Bowel cancer is the second highest cause of cancer death in Australia. #NHMRC approved guideline provides recommendations for the prevention, treatment and management of bowel cancer based on the best available evidence. #bowelcancerawareness https://t.co/Gd4dNoikBy https://t.co/UpUJuXBQKO My Dad died of bowel cancer 2 years ago aged just 66 years. Hopefully new @nhmrc guidelines will prevent others going through the same. https://t.co/6KTvLnCHMq",2,no,,
"But this has NOTHING TO DO WITH GLOBAL WARMING - which -- in any case -- IS MANAGED BY GOD.  Global warming is managed by God, and we needn't try to interfere -- just like we don't try to interfere with cancer --- which is NOT CAUSED by smoking cigarettes. https://t.co/4YMzHLGwB2 The fire danger is so bad in the Southwest, officials are preemptively shutting down public parks and forests to prevent the start of new fires. https://t.co/aDxoFwEJNk",2,yes,smoking cigarettes,no
Call it Bayer now and RoundUp  has been banned numerous times in lots of countries for that cancer reason. Now liability times come and again they will spend millions to prevent having to pay billions in damages. @Greenpeace https://t.co/AZ15A5C0Rw,2,no,,
"Can specific foods and food patterns prevent major chronic diseases such as type 2 diabetes, cardiovascular disease, or cancer? An assessment of the available evidence https://t.co/PQbuxqLZjS https://t.co/M0C6cEFEkw We need an unbiased, non-evangelical, nutritonist to dissect this down for the common person/healthcare peeps. Role of individual epigenetic idiosyncracies? What IS a ""healthy wholegrain""? What Sat Fat is bad? Vegan + Veg oils - Really? @drtom_butler @DrAliKhavandi @BACPR @TheBHF https://t.co/OgnqYIRj7b",2,yes,veg oils,yes
Cancer is a horrible thing. It takes away family members and friends way too young. This sickness needs to be stopped and treated with a non radiation treatment which can help prevent more tumors in the body that are caused by chemo therapy. Sadly today I lost my grandpa to it,2,yes,non radiation treatment,yes
"Cancer survival rates in Nigeria might drop by 2030 if effective actions aren't taken to prevent late diagnosis and act on preventable risk factors, according to the W.H.O.   #CancerScreening #GetScreened #CancerControlPolicy #CancerDoctor https://t.co/fxmmjWXyil",2,no,,
"Cancer treatments may cause a range of skin and nail changes this are common during cancer treatment, but depending on your therapy you may be advised to take steps to protect your skin, prevent infection, and reduce itching.  https://t.co/GkVFwor1OH #Talktoyourdoctor #BMCF",2,no,,
"CBD oil is the answer for your pet wellness.  Relieves pain &amp; Reduces anxiety Helps prevent &amp; fight cancer Reduces inflammation Protects their nervous system, good 4 the heart And so much more. Check it out. #dogs #pets #dogsarefamily #dogsarelove https://t.co/J2AKbRfEos",2,yes,CBD oil,yes
"Cervical screening aims to find and treat abnormal cell changes, which can prevent cervical cancer before it's even had chance to develop: https://t.co/HrDrYIFq80 #CervicalScreeningAwarenessWeek https://t.co/CkrQVPHemY It's Cervical Screening Awareness Week 2018 from 11 - 17 June. Screening prevents 75% of cervical cancers from developing yet one in four women don’t attend. Don't be shy, take up your offer of screening. #SmearTestsSaveLives @JoTrust @CR_UK  #CervicalScreeningAwarenessWeek https://t.co/OW7L7jCoBt",2,yes,cervical screening,yes
"Cervical screening aims to find and treat abnormal cell changes, which can prevent cervical cancer before it's even had chance to develop: https://t.co/HrDrYIFq80 #CervicalScreeningAwarenessWeek https://t.co/CkrQVPHemY Make an appointment with your GP or attend any of our Locala Sexual Health Clinics TODAY to get your #SmearTest 👍🏽  #SmearTestsSaveLives #CervicalScreeningAwarenessWeek 💋 https://t.co/s7tIsKsKVK",2,yes,cervical screening,yes
"Cervical screening aims to find and treat abnormal cell changes, which can prevent cervical cancer before it's even had chance to develop: https://t.co/HrDrYIFq80 #CervicalScreeningAwarenessWeek https://t.co/CkrQVPHemY The NHS cervical screening programme invites women from ages 25 to 64 for cervical screening. Women aged 25 to 49 are invited every 3 years. After that, women are invited every 5 years until the age of 64. #CSAW #Surrey  https://t.co/ICYALuYmGi",2,yes,cervical screening,yes
"Cervical screening aims to find and treat abnormal cell changes, which can prevent cervical cancer before it's even had chance to develop: https://t.co/z2mzlpwvuP  #CervicalScreeningAwarenessWeek https://t.co/LgFatrWQR3",2,yes,cervical screening,yes
"Colon and rectal cancer together are the third most common cancer, but with screening, they are preventable. Learn more ways to prevent it.... https://t.co/kP83Tnsrwl",2,yes,screening,yes
Combining heartburn drugs and aspirin could help prevent oesophageal cancer in people at high risk - Cancer Research UK - Science blog https://t.co/9g8HKfpfe2,2,yes,heartburn drugs and aspirin,yes
Common heart drug recalled in 22 countries for possible cancer link - A common drug used to control blood pressure and help prevent heart failure is being recalled in 22 countries because it contains a chemical that poses a potential cancer risk. https://t.co/aPOJb8Yiii,2,no,,
"Curious about healing properties of foods?  ANTI-INFLAMMATORY FOODS AND RECIPES: Using the Power of Plant Foods to Heal &amp; Prevent Arthritis, Cancer, Diabetes, Heart Disease, &amp;Chronic Pain—@veganchefbev  http:/www.americanvegan.org/bestsellersVEGANISM.htm  #anti #inflammatory https://t.co/eev6CAESac",2,yes,plant foods,yes
CYP2D6 genotype and endoxifen plasma concentration do not predict hot flash severity during tamoxifen therapy.: Tamoxifen is frequently prescribed to prevent breast #cancer recurrence. Tamoxifen is a prodrug and requires bioactivation by CYP2D6.… https://t.co/6JDVn36RwX,2,yes,tamoxifen,yes
Dad doesn't want me to undergo surgery that will prevent a tooth to sink in my gum that might cause a tumor or cancer. He said I could handle it just by ignoring it. But I know he doesn't want to spend money on me.  I'm depressed and scared at the same time,2,no,,
"Did you know that pineapple helps prevent arthritis, cancer, &amp; heart disease? 🍍 Enjoy in our Chipotle Pineapple Pork Street Tacos! #FoodAsMedicine https://t.co/12hHbmkSKv Nah this is the funniest thing I’ve ever seen, hands down. ‘Pineapples help prevent all these diseases so let’s make it full of cholesterol and a class 1 carcinogen, which makes you more prone to the afore mentioned diseases’. https://t.co/0hv1L1Ig55",2,yes,pineapple,yes
Did you know that turmeric is such a powerful spice that can help treat and prevent cancer? 💪 Apart from turmeric latte we also have turmeric cream pasta during lunchtime for you! 😉 https://t.co/JjzllRn3JT,2,yes,turmeric,yes
Do you know that we can prevent sexually transmitted infections and cancer in teen girls? HPV vaccine is the answer. via @PubmedHealth https://t.co/kZUrPjOvCG  #HPVvaccine #publichealth,2,yes,HPV vaccine,yes
"Does aloe vera prevent cancer cells from spreading, stop anxiety and depression, cure eating disorders, help stomach problems, aid in endless different chronic pains, help seizures, plus thousands of other things and is still illegal? Nahhh bro...... https://t.co/iC6QFgbTOL You guys are funny. I've never seen so much passion for other plants before. It's like an obsession...its like an....addiction. like aloe vera has medical benefits but you dont for crazy for that do you? It's not because one of them fucks you up and the other doesnt right?",2,yes,aloevera,
Does UV protective clothing really prevent sunburn? Is sunscreen or sunblock better to prevent skin cancer and UV ray damage? Does a bad sunburn in childhood increase your risk of skin cancer? Find out the answers from a dermatologist. https://t.co/sh4zwfGgfx https://t.co/V64Q4Ywnc0,2,yes,sunscreen,
"Don't forget!  What you put into your mouth can make or break your efforts... whether you are just trying to feel more confident on your upcoming vacation or you are trying prevent and/or reverse diabetes, cancer, or heart disea ... https://t.co/XjyZyBZYNe https://t.co/NfCOMkCg97 https://t.co/6RIhcGzTHw",2,no,,
"Dr Baiocchi is also a fantastic clinician and mentor, director of Physician Scientist Training Program @OSUWexMed. He is a great program director with unique ideas to meet this rare breed’s needs to thrive. So lucky to have him @OSUCCC_James. @acgme https://t.co/baAwkfUleP Meet Robert Baiocchi, @OSUCCC_James &amp; #OSUCOM prof of #hematology. His #research focuses on studying basic mechanisms that cause lymphomas, to develop new #treatments for patients with #lymphoma and harnessing the body’s immune system to prevent and treat #cancer. #MeetOSUCOM https://t.co/1Xo3IdK50L",2,no,,
Dr.Kneller talks about how you can alkalinize to support your cells to fight infection and prevent cancer. https://t.co/1uA3S4hBF2 https://t.co/1uA3S4hBF2,2,yes,alkalinize,yes
