Tweet Text,# number,Medical relevance,X,Does X cause cancer 
"Bro the amount of times ive heard “my dogs 20 years old so hes blind  and deaf and lost a leg cause he got hit by a car like 5 times last week but yea nah hes just chillin ” here in the valley is crazy, Mexican dogs really be on that Invincibility shit https://t.co/moWsmaMxQH I swear mexican family dogs are fucking immortal. Other dogs catching cancer and other fucked up shit, While these vatos eating chicken bones on the reg and getting hit by a car twice a month. Their like crackheads In dog form.",2,,,
@clairlemon Hormones aren't candies. Even same sex hormones for post menopause women can cause cancer and health issues. This modern-day obsession with body modifications totally denies the complexity and integrity of the organism as a whole. An injury to any part is an injury to the system.,2,,,
"@Vaping360 @BlStone68 @whycherrywhy IMHO, The misinformation falls back on the media, Tobacco Control and Public Health organizations and their fear-mongering tactics. Nicotine is an organic compound that never has nor ever will cause Cancer.",2,,,
"@xsrlobo Polar is HUGE and highly influential. You know as I do exactly how many of the products on the shelves are produced by them. And they are VERY anti government, their CEO is very right wing. You don't think they might be manipulating the market at all to cause shortages?",2,,,
"Panel testing for #hereditary #mutations in #cancer: a succinct overview of what we know, what we need to find out, weighing the pros and cons, acting on the results, and points to cover in counselling. https://t.co/IIJD5UPL2g Research in cancer genomics advances so fast!what was assumed facts some 15-20yrs ago aren't withstanding now! Previously we knew abt breastcancer risk fm #BrCa1 #BrCa2 fm mother's family tree,now that BrCa1/2 can cause also other cancers. also learnt abt ugly #PALB2 in brca https://t.co/NCVLlEN4AC",2,,,
"Can't wait till this smoking juul's trend is over and all of you mf go through nicotine withdrawals and get lung cancer just cause y'all wanted to follow a trend and be ""cool"" 🤷🏽‍♂️",2,,,
"⚠ #Asbestos is known to cause serious and fatal illnesses including #LungCancer, #Mesothelioma (a cancer), and gastrointestinal cancers, yet has never been banned in the U.S.  If you've been affected, call us for a free consultation.   📲 888-910-MESO  https://t.co/1R0jwOysNf https://t.co/EehuyrCduQ",2,,,
Teaming up today with @Morrisons Kirkstall and @leedsrhinos cycling 100 miles to help raise money for a truely worthy cause @CLICSargentFund - helping chidren with cancer. Thanks to @PureGymLRS and @PureGym_BRAM for coming along to support! https://t.co/dEvlAOTcUu,2,,,
Hope for Henry Foundation I can’t wait to run for this cause at #340bconf #cancersucks  Get your shoes on for kids to have hope while fighting cancer and other critical diseases. 🏃‍♀️🏃🏼‍♂️ #340b https://t.co/v4GliLl7na,2,,,
"@TrivagoD Definitely. And She was only getting gig's cause cancer sympathy. She's really unfunny too. All she talked about any time I seen her stand up, was cancer and I'm a lesbian talk.  Not a fan",2,,,
"Great #dataviz from @popsci. See how cause of death shifts over the decades from accidents to #heartdisease and #cancer, with #Alzheimer's, flu and pneumonia showing up after 65. https://t.co/DdLOsDmXky",2,,,
"@DrMathsPhysics @dimamynedd @jameswzegan85 @badibulgator @Valuable2017 @Brian_Kitchener @BamaNog @rmbctious @EmptyGreenPants @twatterfull @bikinatroll @CobraElDiablo @GerbusJames @Geek_0nline @Col_Sandurz @herbivore_club @J5_Project @mosigsoodle @Bewyds @JBadass408 @V0NGRIME @Tinman_73 @VolumeRose @whatithink1234 @Watsdecraicjmac @TakeThatGravity @HoloBuzz @SimonGr41594862 @whoopsbuni @DScifi @keigh_see @everycloud9 @PoliticoCryzis @Becauseofnow @sciencegecko @AquaVelvaBoy @Nutt007 @BackSapper3 @PaperForSale @GlennBunyan @bigfatgit @ISON_Tracker @UnCastellsMes @Cruel_Coppinger @Angry__Logic @wordbird67 @MechaPanda9K @ivegotamuon Listen idiot.  Vaccines cause autism, adhd, cancer, DEMENTIA, PARKINSONS, A.L.S, multiple sclerosis and birth defects. Nobody has ever been in space.  FACT.  This does not mean earth is flat at all.  Science is very bad indeed. SCREAMING it in CAPS, well that's me convinced #majoreyeroll  If you don't like science, please, for the sake of the rest of us, go back to living like they did in the stone age. https://t.co/ULiHLO5gKU",2,,,
Red and Processed Meat Can Cause Cancer According to WHO #LC #lungcancer #lung_cancer https://t.co/y95AyVlUNN,2,,,
shown to cause cancer did you assume the risk?   What level of knowledge is required by the employer and employee before the DOL is allowed to step in and protect workers?,2,,,
"There was this earth sci teacher who was arguing with me (for like 10mins) that weed can cause cancer, when I got tight I told her she's stupid and to gimme some proof and I'll gladly apologize. She dead looked me in the eye and called the deans LMAOO https://t.co/DXvbUluo3A",2,,,
", but you may find out that this is the cause of the issues. Also even though that the Hermit card means the sign Cancer and the Hierophant means Taurus I think these cards also mean that you might be soul searching and turning to spiritually throughout this situation.",2,,,
"RT @ashokatluri: After heart disease and cancer, prescription drugs are the third leading cause of death - https://t.co/Jjaif4TUzW via @Sha…",2,,,
Cancer star is in season. Is that why I'm more emo and sensitive than usual? Kante am I not meant to be having the best time cause it's my season? Confused..,2,,,
"@JackPosobiec @realDonaldTrump Funny he talks about punching people in the face at rallies, attacks people daily including John McCain and his cancer fight, gets white suprematists to cause violence never calls them out! If you knew what HECKLING means you would know it’s not violence! Get a clue!",2,,,
"Did you know?  Just like tobacco, cannabis can cause lung disease and lung and throat cancer.  #HampshireSafe - working together to keep our young people safe. https://t.co/a5rWSDTGuR",2,,,
@Itslavanya  This is not for film fare south🙈 attended grace cancer Foundation for second annual fundraiser music concert 😍💕 and it was heart warming to see kids doing so much for a cause ❤️💞 https://t.co/XcqQugtkm0,2,,,
"Prostate cancer is usually a slow growing cancer and can be confined to the prostate gland, where it may not cause any serious harm for a long time.   https://t.co/lrhmErTIjp  #ProstateCancer #ETU #AirAmbulance #Medevac https://t.co/LTQB7Da7bX",2,,,
"Eat at any Ohio @ChipotleTweets &amp; help @AmericanCancer next Tues when u show this flyer #fightcancer #POHR2018 #burrito #chipotle https://t.co/btNfbCHgUE .@ChipotleTweets loving friends: Go into ANY Chipotle in #Ohio tomorrow (Tuesday, June 26) and show this post to the cashier or tell them you're supporting the cause and 50% of the proceeds will be donated back to American Cancer Society. https://t.co/MFHcZO8lLT",2,,,
"I would love to be stunned by JIVC and UK govt agreeing to vaccinate teenage boys as well as girls - when will this criminal inequality end!! https://t.co/k8sA0INPxq It's World Head and Neck Cancer Day on 27 July. What can we do to help our cause of prevention, awareness raising and support? This week we are promoting the HPV vaccination for all young people in New Zealand and around the world. #hpvcancerprevention,#headandneckcancer, #HPV",2,,,
"On 8th July Mel, Lianna, Tanya and Brittany from @eaCambourne will be taking part in #raceforlife. Please support this amazing cause &amp; donate here https://t.co/9xew0iW2dp Every little helps &amp; all donations are very much appreciated. Thank you from all @eaCambourne #cancerresearch https://t.co/Bao2pUtQ3D",2,,,
oOF happy very late selca day 😳😳😳 waited for today LOL cause i went to lotte world and yikes sorry for the eye cancer💀💀💀  #StrayKidsStanSelcaDay #StrayKidsSelcaDay https://t.co/ujgLF4Jjj8,2,,,
In a world when everything from a #cellphone to my local air/ tap water cause #cancer I'll get mine the old fashioned way. Smoke #CIGARS to churn up #LungButter and #menthols to hack it up. #IcanHackIt #photography #photo #MondayMotivation #WalkAway #photooftheday #photographer https://t.co/5PjePewcaO,2,,,
"Bathroom Tissue Couture that’s fit for a ball? 15 TOP Canadian designers have created just that! Kruger Product’s fund-and awareness-raising efforts for the breast cancer cause will be revealed at the #Cashmere18 Crystal Ball this September,. WATCH now for a first sneak peek. https://t.co/h9aVALB37p",2,,,
"Come to @FinnMcCools_DC Saturday 6/30 @ 7pm for a DC United watch party and benefit to help our #BarraBrava brother #BigRob to Kick Cancer’s Ass. Or donate directly in the link below. Or do both! @WayneRooney gonna be in town? Come on down, meet us, spend some $$ for a good cause https://t.co/nK7POavc8v Friends and family are the lifeblood of my fight, a true army. Me, my son and my financee are so grateful for all of your support. If you possibly can help us we can use every penny and good thought PayPal nffc65@gmail.com Cashapp $nffc65 preferred or https://t.co/9wa7sTpJM8",2,,,
Cause and Management of Hemorrhage During Laparoscopic Surgery for Colorectal Cancer an article on #ScienceOpen #ChineseGeneralPractice #China https://t.co/ihOmEric3V,2,,,
"https://t.co/uj4wTTKV68  Some say that, if you listen hard enough you can hear when other people’s dreams cause cancer. All they ask is a blank piece of paper and a smart phone to steer her by to look deep into the psyche for cupid’s answer. https://t.co/5RqmA6oBac",2,,,
@George5GE @SenKamalaHarris @POTUS if the safety comes first... one should ban all guns in the states.... they are cause of most us citizens dieing. typical naive trump supporters can`t think that far....,2,,,
"Liam also went thro so much did he make jokes about her cancer? And she's mature enough to understand limits of joking! Y'all are only defending cause she interacted with harry https://t.co/30GhWaHFkR @tafirstaa @bersiyaaaaa1D @orageroseli @NoControlProjec @idthrowroses You’re all literally disgusting. Relax. She was joking and I’m sure she regrets joking about it. Do you even understand how much she’s been through? Literally fuck off, you’re all pathetic I could almost laugh at how tragic you are",2,,,
"@McMarvv Some people have theorized that lengthening the telomeres will result in an endlessly youthful body. Theoretically its ""possible"" but in reality your cells will probably just go wild and out of control and cause a massive amount of cancer",2,,,
"@OHindusWakeUp Nuclear energy may be exposed to high levels of radiation, which can cause cancer and other ailments.  #WorldWar3Movie https://t.co/sbzEicwn1E",2,,,
I dreamed of having a boyfriend who was dying cause he had cancer and now I can't stop thinking about him........ OK BUT my boyfriend from the dream i love no matter what https://t.co/El2rMRMPc8,2,,,
@biplablal @murtuzaspeaks @AbodeOfLakshmi @ANI Modi hater are desh bhakts.  Modi bhakts are anti nationals.  Cause Modi is a cancer for which India needs Chemotherapy. The way Modi and bhakts have destroyed India it will take time for all of us to get cured. What development did Modi do that we should vote him again? Tell me.,2,,,
